,show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,listed_in1,listed_in2,listed_in3,duration_seasons
6727,s683,TV Show,Why Are You Like This,Not Given,Australia,2021-06-19,2021,TV-MA,1 Season,"International TV Shows, TV Comedies",International TV Shows, TV Comedies,0,
6728,s685,TV Show,Elite,Not Given,Spain,2021-06-18,2021,TV-MA,4 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Crime TV Shows, International TV Shows, Spanish-Language TV Shows,
6729,s687,TV Show,Hospital Playlist,Not Given,South Korea,2021-06-18,2021,TV-14,2 Seasons,"International TV Shows, Korean TV Shows, TV Comedies",International TV Shows, Korean TV Shows, TV Comedies,
6730,s697,TV Show,Black Summer,Not Given,Canada,2021-06-17,2021,TV-MA,2 Seasons,"TV Action & Adventure, TV Dramas, TV Horror",TV Action & Adventure, TV Dramas, TV Horror,
6731,s700,TV Show,Katla,Not Given,Iceland,2021-06-17,2021,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries",International TV Shows, TV Dramas, TV Mysteries,
6732,s704,TV Show,The Gift,Not Given,Turkey,2021-06-17,2021,TV-MA,3 Seasons,"International TV Shows, TV Dramas, TV Mysteries",International TV Shows, TV Dramas, TV Mysteries,
6733,s710,TV Show,Millennials,Not Given,Argentina,2021-06-16,2020,TV-MA,3 Seasons,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",International TV Shows, Romantic TV Shows, Spanish-Language TV Shows,
6734,s714,TV Show,Avengers Climate Conundrum,Not Given,United States,2021-06-15,2020,TV-Y7,1 Season,"Kids' TV, TV Comedies",Kids' TV, TV Comedies,0,
6735,s692,TV Show,So Not Worth It,Not Given,Pakistan,2021-06-18,2021,TV-14,1 Season,"International TV Shows, TV Comedies",International TV Shows, TV Comedies,0,
6736,s732,TV Show,Love (ft. Marriage and Divorce),Not Given,South Korea,2021-06-12,2021,TV-14,2 Seasons,"International TV Shows, TV Dramas",International TV Shows, TV Dramas,0,
6737,s734,TV Show,LEGO Friends: The Power of Friendship,Not Given,Denmark,2021-06-11,2016,TV-Y7,2 Seasons,Kids' TV,Kids' TV,0,0,
6738,s735,TV Show,Lupin,Not Given,France,2021-06-11,2021,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Action & Adventure",Crime TV Shows, International TV Shows, TV Action & Adventure,
6739,s745,TV Show,Locombianos,Not Given,Colombia,2021-06-10,2021,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, Stand-Up Comedy & Talk Shows",International TV Shows, Spanish-Language TV Shows, Stand-Up Comedy & Talk Shows,
6740,s749,TV Show,"Fresh, Fried & Crispy",Not Given,United States,2021-06-09,2021,TV-PG,1 Season,Reality TV,Reality TV,0,0,
6741,s750,TV Show,L.A.’s Finest,Not Given,United States,2021-06-09,2021,TV-MA,2 Seasons,"Crime TV Shows, TV Action & Adventure, TV Comedies",Crime TV Shows, TV Action & Adventure, TV Comedies,
6742,s754,TV Show,"Newly Rich, Newly Poor",Not Given,Colombia,2021-06-06,2007,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",International TV Shows, Romantic TV Shows, Spanish-Language TV Shows,
6744,s764,TV Show,Sweet Tooth,Not Given,United States,2021-06-04,2021,TV-14,1 Season,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy,
6745,s768,TV Show,Creator's File: GOLD,Not Given,Japan,2021-06-03,2021,TV-14,1 Season,"International TV Shows, TV Comedies",International TV Shows, TV Comedies,0,
6746,s773,TV Show,Summertime,Not Given,Italy,2021-06-03,2021,TV-MA,2 Seasons,"International TV Shows, Romantic TV Shows, TV Dramas",International TV Shows, Romantic TV Shows, TV Dramas,
6747,s779,TV Show,Attack on Titan,Not Given,Japan,2021-06-02,2013,TV-MA,1 Season,"Anime Series, International TV Shows",Anime Series, International TV Shows,0,
6748,s781,TV Show,Ben & Holly's Little Kingdom,Not Given,United Kingdom,2021-06-02,2019,TV-Y,2 Seasons,Kids' TV,Kids' TV,0,0,
6749,s786,TV Show,Cocomelon,Not Given,United States,2021-06-02,2021,TV-Y,3 Seasons,Kids' TV,Kids' TV,0,0,
6750,s790,TV Show,Downton Abbey,Not Given,United Kingdom,2021-06-02,2015,TV-14,6 Seasons,"British TV Shows, International TV Shows, TV Dramas",British TV Shows, International TV Shows, TV Dramas,
6751,s796,TV Show,Happy Endings,Not Given,United States,2021-06-02,2012,TV-14,3 Seasons,TV Comedies,TV Comedies,0,0,
6752,s814,TV Show,The Adventures of Sonic the Hedgehog,Not Given,United States,2021-06-02,1993,TV-Y7,1 Season,Kids' TV,Kids' TV,0,0,
6753,s877,TV Show,Alma Matters,Not Given,India,2021-05-14,2021,TV-MA,1 Season,"Docuseries, International TV Shows",Docuseries, International TV Shows,0,
6754,s821,TV Show,The Platform,Not Given,United Arab Emirates,2021-06-02,2021,TV-14,3 Seasons,"International TV Shows, TV Dramas, TV Mysteries",International TV Shows, TV Dramas, TV Mysteries,
6755,s826,TV Show,Dirty John,Not Given,United States,2021-05-31,2020,TV-MA,2 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries",Crime TV Shows, TV Dramas, TV Mysteries,
6756,s831,TV Show,The Kominsky Method,Not Given,United States,2021-05-28,2021,TV-MA,3 Seasons,"TV Comedies, TV Dramas",TV Comedies, TV Dramas,0,
6757,s834,TV Show,Black Space,Not Given,Israel,2021-05-27,2021,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",Crime TV Shows, International TV Shows, TV Dramas,
6758,s838,TV Show,Ragnarok,Not Given,Norway,2021-05-27,2021,TV-MA,2 Seasons,"International TV Shows, TV Action & Adventure, TV Dramas",International TV Shows, TV Action & Adventure, TV Dramas,
6759,s844,TV Show,JoJo's Bizarre Adventure,Not Given,Japan,2021-05-26,2016,TV-MA,3 Seasons,"Anime Series, International TV Shows",Anime Series, International TV Shows,0,
6760,s849,TV Show,Master of None,Not Given,United States,2021-05-23,2021,TV-MA,3 Seasons,"TV Comedies, TV Dramas",TV Comedies, TV Dramas,0,
6761,s806,TV Show,Racket Boys,Not Given,Pakistan,2021-06-02,2021,TV-14,1 Season,"International TV Shows, TV Comedies, TV Dramas",International TV Shows, TV Comedies, TV Dramas,
6762,s836,TV Show,Eden,Not Given,Pakistan,2021-05-27,2021,TV-PG,1 Season,"Anime Series, International TV Shows",Anime Series, International TV Shows,0,
6763,s856,TV Show,Jurassic World Camp Cretaceous,Not Given,United States,2021-05-21,2021,TV-Y7,3 Seasons,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy,
6764,s858,TV Show,The Neighbor,Not Given,Spain,2021-05-21,2021,TV-MA,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Comedies",International TV Shows, Spanish-Language TV Shows, TV Comedies,
6765,s863,TV Show,Special,Not Given,United States,2021-05-20,2021,TV-MA,2 Seasons,TV Comedies,TV Comedies,0,0,
6766,s869,TV Show,The Magic School Bus,Not Given,Canada,2021-05-19,1997,TV-Y,1 Season,Kids' TV,Kids' TV,0,0,
6767,s870,TV Show,Who Killed Sara?,Not Given,Mexico,2021-05-19,2021,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Crime TV Shows, International TV Shows, Spanish-Language TV Shows,
6768,s875,TV Show,Booba: Food Puzzle,Not Given,United Kingdom,2021-05-15,2021,TV-Y,1 Season,Kids' TV,Kids' TV,0,0,
6769,s881,TV Show,Haunted,Not Given,United States,2021-05-14,2021,TV-MA,3 Seasons,"Reality TV, TV Horror, TV Thrillers",Reality TV, TV Horror, TV Thrillers,
6770,s884,TV Show,"Love, Death & Robots",Not Given,United States,2021-05-14,2021,TV-MA,2 Seasons,"TV Action & Adventure, TV Horror, TV Sci-Fi & Fantasy",TV Action & Adventure, TV Horror, TV Sci-Fi & Fantasy,
6771,s885,TV Show,Move to Heaven,Not Given,South Korea,2021-05-14,2021,TV-MA,1 Season,"International TV Shows, TV Dramas",International TV Shows, TV Dramas,0,
6772,s891,TV Show,Castlevania,Not Given,United States,2021-05-13,2021,TV-MA,4 Seasons,"Anime Series, TV Horror, TV Thrillers",Anime Series, TV Horror, TV Thrillers,
6773,s897,TV Show,The Upshaws,Not Given,United States,2021-05-12,2021,TV-14,1 Season,TV Comedies,TV Comedies,0,0,
6774,s903,TV Show,Mine,Not Given,South Korea,2021-05-09,2021,TV-14,1 Season,"International TV Shows, TV Dramas",International TV Shows, TV Dramas,0,
6775,s909,TV Show,Jupiter's Legacy,Not Given,United States,2021-05-07,2021,TV-MA,1 Season,"TV Action & Adventure, TV Sci-Fi & Fantasy",TV Action & Adventure, TV Sci-Fi & Fantasy,0,
6776,s919,TV Show,Lava Ka Dhaava,Not Given,India,2021-05-05,2021,TV-PG,1 Season,Reality TV,Reality TV,0,0,
6777,s921,TV Show,Selena: The Series,Not Given,Mexico,2021-05-04,2020,TV-PG,2 Seasons,TV Dramas,TV Dramas,0,0,
6778,s922,TV Show,StartUp,Not Given,United States,2021-05-04,2018,TV-MA,3 Seasons,"Crime TV Shows, TV Dramas",Crime TV Shows, TV Dramas,0,
6780,s924,TV Show,Trash Truck,Not Given,Pakistan,2021-05-04,2021,TV-Y,2 Seasons,Kids' TV,Kids' TV,0,0,
6781,s969,TV Show,Sexify,Not Given,Poland,2021-04-28,2021,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",International TV Shows, TV Comedies, TV Dramas,
6782,s973,TV Show,Fatma,Not Given,Turkey,2021-04-27,2021,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Thrillers",International TV Shows, TV Dramas, TV Thrillers,
6783,s1366,TV Show,Zig & Sharko,Not Given,France,2021-02-01,2019,TV-Y7,2 Seasons,"Kids' TV, TV Comedies",Kids' TV, TV Comedies,0,
6785,s1015,TV Show,PJ Masks,Not Given,France,2021-04-19,2019,TV-Y,3 Seasons,Kids' TV,Kids' TV,0,0,
6786,s994,TV Show,Shadow and Bone,Not Given,United States,2021-04-23,2021,TV-14,1 Season,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy,
6787,s1004,TV Show,Zero,Not Given,Italy,2021-04-21,2021,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",International TV Shows, TV Comedies, TV Dramas,
6788,s1005,TV Show,Izzy's Koala World,Not Given,Australia,2021-04-20,2021,TV-Y,2 Seasons,Kids' TV,Kids' TV,0,0,
6790,s1013,TV Show,Luis Miguel - The Series,Not Given,Mexico,2021-04-19,2021,TV-MA,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Dramas",International TV Shows, Spanish-Language TV Shows, TV Dramas,
6791,s1033,TV Show,Love Naggers,Not Given,South Korea,2021-04-16,2021,TV-14,1 Season,"International TV Shows, Stand-Up Comedy & Talk Shows",International TV Shows, Stand-Up Comedy & Talk Shows,0,
6792,s1041,TV Show,Durarara!!,Not Given,Japan,2021-04-15,2016,TV-MA,1 Season,"Anime Series, Crime TV Shows, International TV Shows",Anime Series, Crime TV Shows, International TV Shows,
6793,s1044,TV Show,Gilmore Girls,Not Given,United States,2021-04-15,2006,TV-14,7 Seasons,"Romantic TV Shows, TV Comedies, TV Dramas",Romantic TV Shows, TV Comedies, TV Dramas,
6794,s1045,TV Show,High-Rise Invasion,Not Given,Japan,2021-04-15,2021,TV-MA,1 Season,"Anime Series, International TV Shows, TV Thrillers",Anime Series, International TV Shows, TV Thrillers,
6795,s1046,TV Show,Next in Fashion,Not Given,United States,2021-04-15,2020,TV-14,1 Season,Reality TV,Reality TV,0,0,
6796,s1048,TV Show,Peasants Rebellion,Not Given,Lebanon,2021-04-15,2018,TV-14,1 Season,"International TV Shows, TV Dramas",International TV Shows, TV Dramas,0,
6797,s1049,TV Show,Power Players,Not Given,United States,2021-04-15,2020,TV-Y,3 Seasons,Kids' TV,Kids' TV,0,0,
6798,s1050,TV Show,Ricky Zoom,Not Given,China,2021-04-15,2019,TV-Y,1 Season,"British TV Shows, Kids' TV",British TV Shows, Kids' TV,0,
6799,s1052,TV Show,Sonic X,Not Given,Japan,2021-04-15,2003,TV-Y7,2 Seasons,"Anime Series, Kids' TV",Anime Series, Kids' TV,0,
6800,s1058,TV Show,Dad Stop Embarrassing Me!,Not Given,United States,2021-04-14,2021,TV-14,1 Season,TV Comedies,TV Comedies,0,0,
6801,s1059,TV Show,Fate: The Winx Saga,Not Given,Italy,2021-04-14,2021,TV-MA,1 Season,"British TV Shows, International TV Shows, TV Dramas",British TV Shows, International TV Shows, TV Dramas,
6802,s1060,TV Show,House of Cards,Not Given,United States,2021-04-14,2018,TV-MA,6 Seasons,"TV Dramas, TV Thrillers",TV Dramas, TV Thrillers,0,
6803,s1061,TV Show,Indian Matchmaking,Not Given,United States,2021-04-14,2020,TV-14,1 Season,"Reality TV, Romantic TV Shows",Reality TV, Romantic TV Shows,0,
6804,s1062,TV Show,Jeffrey Epstein: Filthy Rich,Not Given,United States,2021-04-14,2020,TV-MA,1 Season,"Crime TV Shows, Docuseries",Crime TV Shows, Docuseries,0,
6805,s1063,TV Show,Law School,Not Given,South Korea,2021-04-14,2021,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",Crime TV Shows, International TV Shows, TV Dramas,
6806,s1064,TV Show,Living with Yourself,Not Given,United States,2021-04-14,2019,TV-MA,1 Season,"TV Comedies, TV Dramas",TV Comedies, TV Dramas,0,
6807,s1065,TV Show,Signal,Not Given,South Korea,2021-04-14,2016,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows",Crime TV Shows, International TV Shows, Korean TV Shows,
6808,s1066,TV Show,Slasher,Not Given,Canada,2021-04-14,2019,TV-MA,3 Seasons,"TV Horror, TV Mysteries, TV Thrillers",TV Horror, TV Mysteries, TV Thrillers,
6809,s1057,TV Show,Ajaibnya Cinta,Not Given,Pakistan,2021-04-14,2015,TV-PG,1 Season,"International TV Shows, TV Dramas",International TV Shows, TV Dramas,0,
6810,s1069,TV Show,Unnatural Selection,Not Given,United States,2021-04-14,2019,TV-MA,1 Season,"Docuseries, Science & Nature TV",Docuseries, Science & Nature TV,0,
6811,s1080,TV Show,The Baker and the Beauty,Not Given,Israel,2021-04-13,2020,TV-PG,1 Season,"Romantic TV Shows, TV Comedies, TV Dramas",Romantic TV Shows, TV Comedies, TV Dramas,
6812,s1082,TV Show,"Nicky, Ricky, Dicky & Dawn",Not Given,United States,2021-04-12,2018,TV-G,4 Seasons,"Kids' TV, TV Comedies",Kids' TV, TV Comedies,0,
6813,s1085,TV Show,Heaven Official's Blessing,Not Given,China,2021-04-09,2020,TV-14,1 Season,"Anime Series, International TV Shows, Romantic TV Shows",Anime Series, International TV Shows, Romantic TV Shows,
6814,s1092,TV Show,The Way of the Househusband,Not Given,Japan,2021-04-08,2021,TV-MA,1 Season,"Anime Series, International TV Shows",Anime Series, International TV Shows,0,
6815,s1094,TV Show,The Big Day,Not Given,India,2021-04-07,2021,TV-14,2 Seasons,"International TV Shows, Reality TV, Romantic TV Shows",International TV Shows, Reality TV, Romantic TV Shows,
6816,s1124,TV Show,Magical Andes,Not Given,Uruguay,2021-04-01,2021,TV-G,2 Seasons,"Docuseries, International TV Shows, Science & Nature TV",Docuseries, International TV Shows, Science & Nature TV,
6817,s1126,TV Show,Murder Maps,Not Given,United Kingdom,2021-04-01,2017,TV-MA,2 Seasons,"British TV Shows, Crime TV Shows, Docuseries",British TV Shows, Crime TV Shows, Docuseries,
6818,s1128,TV Show,Prank Encounters,Not Given,United States,2021-04-01,2021,TV-MA,2 Seasons,"Reality TV, TV Comedies, TV Horror",Reality TV, TV Comedies, TV Horror,
6819,s1130,TV Show,Secrets of Great British Castles,Not Given,United Kingdom,2021-04-01,2016,TV-PG,2 Seasons,"British TV Shows, Docuseries, International TV Shows",British TV Shows, Docuseries, International TV Shows,
6820,s1144,TV Show,Worn Stories,Not Given,United States,2021-04-01,2021,TV-MA,1 Season,"Docuseries, Reality TV",Docuseries, Reality TV,0,
6821,s1149,TV Show,Robocar Poli,Not Given,South Korea,2021-03-31,2015,TV-Y,2 Seasons,"Kids' TV, Korean TV Shows",Kids' TV, Korean TV Shows,0,
6822,s1150,TV Show,Yu-Gi-Oh!,Not Given,Japan,2021-03-31,2005,TV-Y7,1 Season,"Anime Series, Kids' TV",Anime Series, Kids' TV,0,
6823,s1153,TV Show,Rainbow High,Not Given,United States,2021-03-30,2020,TV-Y,1 Season,Kids' TV,Kids' TV,0,0,
6825,s1159,TV Show,Big Time Rush,Not Given,United States,2021-03-26,2013,TV-G,4 Seasons,Kids' TV,Kids' TV,0,0,
6827,s1164,TV Show,Magic for Humans Spain,Not Given,Spain,2021-03-26,2021,TV-MA,1 Season,"International TV Shows, Reality TV, Spanish-Language TV Shows",International TV Shows, Reality TV, Spanish-Language TV Shows,
6828,s1616,TV Show,Ink Master,Not Given,United States,2020-12-01,2012,TV-14,2 Seasons,Reality TV,Reality TV,0,0,
6829,s1167,TV Show,The Irregulars,Not Given,United Kingdom,2021-03-26,2021,TV-14,1 Season,"British TV Shows, Crime TV Shows, International TV Shows",British TV Shows, Crime TV Shows, International TV Shows,
6830,s1169,TV Show,DOTA: Dragon's Blood,Not Given,United States,2021-03-25,2021,TV-MA,1 Season,Anime Series,Anime Series,0,0,
6831,s1170,TV Show,Pui Pui Molcar,Not Given,Japan,2021-03-25,2021,TV-Y7,1 Season,Kids' TV,Kids' TV,0,0,
6832,s1175,TV Show,Navillera,Not Given,South Korea,2021-03-23,2021,TV-14,1 Season,"International TV Shows, TV Dramas",International TV Shows, TV Dramas,0,
6833,s1180,TV Show,Mighty Morphin Power Rangers,Not Given,United States,2021-03-20,2010,TV-Y7,4 Seasons,Kids' TV,Kids' TV,0,0,
6834,s1182,TV Show,Country Comfort,Not Given,United States,2021-03-19,2021,TV-PG,1 Season,TV Comedies,TV Comedies,0,0,
6835,s1183,TV Show,Formula 1: Drive to Survive,Not Given,United Kingdom,2021-03-19,2021,TV-MA,3 Seasons,Docuseries,Docuseries,0,0,
6836,s1187,TV Show,B: The Beginning,Not Given,Japan,2021-03-18,2021,TV-MA,2 Seasons,"Anime Series, Crime TV Shows, International TV Shows",Anime Series, Crime TV Shows, International TV Shows,
6837,s1201,TV Show,Waffles + Mochi,Not Given,United States,2021-03-16,2021,TV-Y,1 Season,Kids' TV,Kids' TV,0,0,
6838,s1202,TV Show,Abla Fahita: Drama Queen,Not Given,Egypt,2021-03-15,2021,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Comedies",Crime TV Shows, International TV Shows, TV Comedies,
6839,s1206,TV Show,The Lost Pirate Kingdom,Not Given,United States,2021-03-15,2021,TV-MA,1 Season,"Docuseries, Science & Nature TV, TV Action & Adventure",Docuseries, Science & Nature TV, TV Action & Adventure,
6840,s1207,TV Show,Zero Chill,Not Given,United Kingdom,2021-03-15,2021,TV-G,1 Season,"British TV Shows, Kids' TV, TV Dramas",British TV Shows, Kids' TV, TV Dramas,
6841,s1211,TV Show,Love Alarm,Not Given,South Korea,2021-03-12,2021,TV-MA,2 Seasons,"International TV Shows, Korean TV Shows, Romantic TV Shows",International TV Shows, Korean TV Shows, Romantic TV Shows,
6842,s1405,TV Show,Henry Danger,Not Given,United States,2021-01-15,2016,TV-G,3 Seasons,"Kids' TV, TV Comedies",Kids' TV, TV Comedies,0,
6843,s1214,TV Show,Paradise PD,Not Given,United States,2021-03-12,2021,TV-MA,3 Seasons,TV Comedies,TV Comedies,0,0,
6844,s1218,TV Show,The One,Not Given,United Kingdom,2021-03-12,2021,TV-MA,1 Season,"British TV Shows, Crime TV Shows, International TV Shows",British TV Shows, Crime TV Shows, International TV Shows,
6845,s1227,TV Show,The Houseboat,Not Given,Germany,2021-03-09,2021,TV-14,1 Season,"Docuseries, International TV Shows",Docuseries, International TV Shows,0,
6846,s1228,TV Show,Bombay Begums,Not Given,India,2021-03-08,2021,TV-MA,1 Season,"International TV Shows, TV Dramas",International TV Shows, TV Dramas,0,
6847,s1230,TV Show,My Way,Not Given,Egypt,2021-03-06,2015,TV-14,1 Season,"International TV Shows, TV Dramas",International TV Shows, TV Dramas,0,
6848,s1232,TV Show,City of Ghosts,Not Given,United States,2021-03-05,2021,TV-Y7,1 Season,Kids' TV,Kids' TV,0,0,
6849,s1239,TV Show,Pacific Rim: The Black,Not Given,United States,2021-03-04,2021,TV-14,1 Season,Anime Series,Anime Series,0,0,
6850,s1246,TV Show,Word Party,Not Given,United States,2021-03-02,2021,TV-Y,5 Seasons,Kids' TV,Kids' TV,0,0,
6851,s1307,TV Show,Good Girls,Not Given,United States,2021-02-16,2020,TV-MA,3 Seasons,"Crime TV Shows, TV Comedies, TV Dramas",Crime TV Shows, TV Comedies, TV Dramas,
6852,s1258,TV Show,TIGER & BUNNY,Not Given,Japan,2021-02-28,2011,TV-14,1 Season,"Anime Series, International TV Shows",Anime Series, International TV Shows,0,
6853,s1269,TV Show,El final del paraíso,Not Given,United States,2021-02-25,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Crime TV Shows, International TV Shows, Spanish-Language TV Shows,
6854,s1271,TV Show,Sin senos sí hay paraíso,Not Given,United States,2021-02-25,2018,TV-MA,3 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Dramas",International TV Shows, Spanish-Language TV Shows, TV Dramas,
6855,s1273,TV Show,Age of Samurai: Battle for Japan,Not Given,United States,2021-02-24,2021,TV-MA,1 Season,"Docuseries, International TV Shows",Docuseries, International TV Shows,0,
6856,s1275,TV Show,Canine Intervention,Not Given,United States,2021-02-24,2021,TV-PG,1 Season,Reality TV,Reality TV,0,0,
6857,s1276,TV Show,Ginny & Georgia,Not Given,United States,2021-02-24,2021,TV-14,1 Season,"Romantic TV Shows, TV Comedies, TV Dramas",Romantic TV Shows, TV Comedies, TV Dramas,
6858,s1278,TV Show,Two Sentence Horror Stories,Not Given,United States,2021-02-24,2021,TV-14,2 Seasons,"TV Horror, Teen TV Shows",TV Horror, Teen TV Shows,0,
6859,s1283,TV Show,Zindagi in Short,Not Given,India,2021-02-22,2020,TV-MA,1 Season,"International TV Shows, TV Dramas",International TV Shows, TV Dramas,0,
6860,s1286,TV Show,Vincenzo,Not Given,South Korea,2021-02-21,2021,TV-14,1 Season,"International TV Shows, TV Comedies, TV Dramas",International TV Shows, TV Comedies, TV Dramas,
6861,s1693,TV Show,America's Next Top Model,Not Given,United States,2020-11-15,2013,TV-14,2 Seasons,Reality TV,Reality TV,0,0,
