,show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,listed_in1,listed_in2,listed_in3,duration_seasons
8266,s5767,TV Show,Fall in Love with Me,Not Given,Taiwan,2016-10-01,2014,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",International TV Shows, Romantic TV Shows, TV Comedies,
8267,s5769,TV Show,Love Cheque Charge,Not Given,Taiwan,2016-10-01,2014,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",International TV Shows, Romantic TV Shows, TV Comedies,
8268,s5770,TV Show,Masha's Spooky Stories,Not Given,United States,2016-10-01,2012,TV-Y,1 Season,Kids' TV,Kids' TV,0,0,
8269,s5772,TV Show,Murphy's Law of Love,Not Given,Taiwan,2016-10-01,2015,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",International TV Shows, Romantic TV Shows, TV Comedies,
8270,s5778,TV Show,Someone Like You,Not Given,Taiwan,2016-10-01,2015,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",International TV Shows, Romantic TV Shows, TV Dramas,
8271,s5782,TV Show,When I See You Again,Not Given,Taiwan,2016-10-01,2015,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",International TV Shows, Romantic TV Shows, TV Comedies,
8272,s5786,TV Show,VeggieTales in the House,Not Given,United States,2016-09-23,2016,TV-Y,4 Seasons,Kids' TV,Kids' TV,0,0,
8274,s5801,TV Show,Kulipari: An Army of Frogs,Not Given,United States,2016-09-02,2016,TV-Y7,1 Season,Kids' TV,Kids' TV,0,0,
8275,s5802,TV Show,Conspiracy,Not Given,United Kingdom,2016-09-01,2015,TV-14,1 Season,"British TV Shows, Docuseries",British TV Shows, Docuseries,0,
8276,s5803,TV Show,Dead Set,Not Given,United Kingdom,2016-09-01,2008,TV-MA,1 Season,"British TV Shows, TV Horror, TV Thrillers",British TV Shows, TV Horror, TV Thrillers,
8277,s5804,TV Show,Forensic Files,Not Given,United States,2016-09-01,2011,TV-MA,9 Seasons,"Crime TV Shows, Docuseries, Science & Nature TV",Crime TV Shows, Docuseries, Science & Nature TV,
8279,s5806,TV Show,The Fierce Wife,Not Given,Taiwan,2016-09-01,2010,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",International TV Shows, Romantic TV Shows, TV Dramas,
8280,s5807,TV Show,Witches: A Century of Murder,Not Given,United Kingdom,2016-09-01,2015,TV-14,1 Season,"British TV Shows, Crime TV Shows, Docuseries",British TV Shows, Crime TV Shows, Docuseries,
8281,s5808,TV Show,Glitter Force,Not Given,Japan,2016-08-26,2016,TV-Y7,2 Seasons,"Anime Series, Kids' TV",Anime Series, Kids' TV,0,
8282,s5812,TV Show,Behind Enemy Lines,Not Given,United States,2016-08-15,2001,TV-14,1 Season,"British TV Shows, Docuseries",British TV Shows, Docuseries,0,
8283,s5813,TV Show,Caught on Camera,Not Given,United Kingdom,2016-08-15,2015,TV-MA,3 Seasons,"British TV Shows, Crime TV Shows, Docuseries",British TV Shows, Crime TV Shows, Docuseries,
8285,s5823,TV Show,Cocaine,Not Given,United Kingdom,2016-08-01,2005,TV-14,1 Season,"British TV Shows, Crime TV Shows, Docuseries",British TV Shows, Crime TV Shows, Docuseries,
8286,s5824,TV Show,Edge of the Universe,Not Given,United Kingdom,2016-08-01,2008,TV-G,1 Season,"British TV Shows, Docuseries, Science & Nature TV",British TV Shows, Docuseries, Science & Nature TV,
8287,s5826,TV Show,La Esclava Blanca,Not Given,Colombia,2016-08-01,2016,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",International TV Shows, Spanish-Language TV Shows, TV Dramas,
8288,s5828,TV Show,LEGO Bionicle: The Journey to One,Not Given,United States,2016-07-29,2016,TV-Y7,2 Seasons,Kids' TV,Kids' TV,0,0,
8290,s5830,TV Show,Popples,Not Given,United States,2016-07-24,2016,TV-Y,3 Seasons,Kids' TV,Kids' TV,0,0,
8291,s5837,TV Show,Marco Polo,Not Given,United States,2016-07-01,2016,TV-MA,2 Seasons,"TV Action & Adventure, TV Dramas",TV Action & Adventure, TV Dramas,0,
8292,s5844,TV Show,Hibana: Spark,Not Given,Japan,2016-06-02,2016,TV-MA,1 Season,"International TV Shows, TV Dramas",International TV Shows, TV Dramas,0,
8293,s5845,TV Show,72 Cutest Animals,Not Given,Australia,2016-06-01,2016,TV-PG,1 Season,"Docuseries, International TV Shows, Science & Nature TV",Docuseries, International TV Shows, Science & Nature TV,
8294,s5846,TV Show,72 Dangerous Places to Live,Not Given,Australia,2016-06-01,2016,TV-PG,1 Season,"Docuseries, International TV Shows, Science & Nature TV",Docuseries, International TV Shows, Science & Nature TV,
8296,s5854,TV Show,Cyborg 009 VS Devilman,Not Given,Japan,2016-04-01,2015,TV-MA,1 Season,"Anime Series, International TV Shows",Anime Series, International TV Shows,0,
8297,s5856,TV Show,Justin Time,Not Given,Canada,2016-04-01,2012,TV-Y,2 Seasons,Kids' TV,Kids' TV,0,0,
8298,s5857,TV Show,Terrace House: Boys & Girls in the City,Not Given,Japan,2016-04-01,2016,TV-14,2 Seasons,"International TV Shows, Reality TV",International TV Shows, Reality TV,0,
8299,s5863,TV Show,Netflix Presents: The Characters,Not Given,United States,2016-03-11,2016,TV-MA,1 Season,TV Comedies,TV Comedies,0,0,
8300,s5864,TV Show,Your lie in April,Not Given,Japan,2016-03-01,2014,TV-14,1 Season,"Anime Series, International TV Shows, Romantic TV Shows",Anime Series, International TV Shows, Romantic TV Shows,
8301,s5868,TV Show,Care Bears & Cousins,Not Given,United States,2016-02-05,2016,TV-Y,2 Seasons,Kids' TV,Kids' TV,0,0,
8302,s5870,TV Show,Turbo FAST,Not Given,United States,2016-02-05,2016,TV-Y7,3 Seasons,Kids' TV,Kids' TV,0,0,
8303,s5872,TV Show,Chelsea Does,Not Given,United States,2016-01-23,2016,TV-MA,1 Season,"Docuseries, Science & Nature TV",Docuseries, Science & Nature TV,0,
8304,s5878,TV Show,Sammy & Co,Not Given,France,2015-12-25,2014,TV-Y,1 Season,"Kids' TV, TV Comedies",Kids' TV, TV Comedies,0,
8305,s5883,TV Show,Atelier,Not Given,Japan,2015-12-01,2015,TV-PG,1 Season,"International TV Shows, TV Dramas",International TV Shows, TV Dramas,0,
8306,s5886,TV Show,W/ Bob & David,Not Given,United States,2015-11-13,2015,TV-MA,1 Season,TV Comedies,TV Comedies,0,0,
8308,s5839,TV Show,Justin Time GO!,Not Given,Pakistan,2016-06-24,2016,TV-Y,1 Season,Kids' TV,Kids' TV,0,0,
8309,s5901,TV Show,Wet Hot American Summer,Not Given,United States,2015-07-31,2015,TV-MA,1 Season,TV Comedies,TV Comedies,0,0,
8310,s5903,TV Show,H2O: Mermaid Adventures,Not Given,Germany,2015-07-15,2015,TV-Y7,2 Seasons,Kids' TV,Kids' TV,0,0,
8311,s5909,TV Show,Danger Mouse: Classic Collection,Not Given,United Kingdom,2015-06-15,1992,TV-Y,10 Seasons,"British TV Shows, Kids' TV, TV Comedies",British TV Shows, Kids' TV, TV Comedies,
8312,s5915,TV Show,Oscar's Oasis,Not Given,France,2015-03-15,2011,TV-Y,1 Season,Kids' TV,Kids' TV,0,0,
8315,s5923,TV Show,Lilyhammer,Not Given,Norway,2014-11-21,2014,TV-MA,3 Seasons,"Crime TV Shows, TV Comedies, TV Dramas",Crime TV Shows, TV Comedies, TV Dramas,
8316,s5924,TV Show,Goosebumps,Not Given,Canada,2014-11-19,1998,TV-G,5 Seasons,"Kids' TV, TV Thrillers",Kids' TV, TV Thrillers,0,
8317,s5934,TV Show,The Borgias,Not Given,United States,2014-02-01,2013,TV-MA,3 Seasons,TV Dramas,TV Dramas,0,0,
8318,s5940,TV Show,The 4400,Not Given,United States,2013-09-01,2007,TV-14,4 Seasons,"TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy",TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy,
8319,s5941,TV Show,Breaking Bad,Not Given,United States,2013-08-02,2013,TV-MA,5 Seasons,"Crime TV Shows, TV Dramas, TV Thrillers",Crime TV Shows, TV Dramas, TV Thrillers,
8321,s5979,TV Show,Şubat,Not Given,Turkey,2017-01-17,2013,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",Crime TV Shows, International TV Shows, TV Dramas,
8323,s5985,TV Show,100% Hotter,Not Given,United Kingdom,2019-11-01,2017,TV-14,1 Season,"British TV Shows, International TV Shows, Reality TV",British TV Shows, International TV Shows, Reality TV,
8324,s5987,TV Show,12 Years Promise,Not Given,South Korea,2017-05-22,2014,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",International TV Shows, Korean TV Shows, Romantic TV Shows,
8326,s6002,TV Show,21 Sarfarosh: Saragarhi 1897,Not Given,India,2018-12-01,2018,TV-14,1 Season,"International TV Shows, TV Dramas",International TV Shows, TV Dramas,0,
8327,s6027,TV Show,9 Months That Made You,Not Given,United States,2017-03-01,2016,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV",British TV Shows, Docuseries, Science & Nature TV,
8328,s6038,TV Show,A Good Wife,Not Given,Taiwan,2017-01-01,2013,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",International TV Shows, Romantic TV Shows, TV Dramas,
8329,s6045,TV Show,A Man Called God,Not Given,South Korea,2019-03-12,2010,TV-14,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows",Crime TV Shows, International TV Shows, Korean TV Shows,
8331,s6305,TV Show,"Big Dreams, Small Spaces",Not Given,United Kingdom,2019-07-26,2017,TV-G,3 Seasons,"British TV Shows, International TV Shows, Reality TV",British TV Shows, International TV Shows, Reality TV,
8332,s6068,TV Show,A.D. Kingdom and Empire,Not Given,United States,2017-12-15,2015,TV-14,1 Season,TV Dramas,TV Dramas,0,0,
8334,s6103,TV Show,Agent Raghav,Not Given,India,2017-04-15,2015,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure",Crime TV Shows, International TV Shows, TV Action & Adventure,
8335,s6106,TV Show,Ainsley Eats the Streets,Not Given,United Kingdom,2019-07-12,2014,TV-PG,1 Season,"British TV Shows, Docuseries, International TV Shows",British TV Shows, Docuseries, International TV Shows,
8336,s6127,TV Show,Alphablocks,Not Given,United Kingdom,2020-05-25,2014,TV-Y,5 Seasons,Kids' TV,Kids' TV,0,0,
8337,s6133,TV Show,America's Book of Secrets,Not Given,United States,2019-09-15,2014,TV-14,1 Season,Docuseries,Docuseries,0,0,
8338,s6138,TV Show,American Crime,Not Given,United States,2017-05-30,2017,TV-MA,3 Seasons,"Crime TV Shows, TV Dramas",Crime TV Shows, TV Dramas,0,
8339,s6147,TV Show,American Odyssey,Not Given,United States,2016-04-05,2015,TV-14,1 Season,"TV Dramas, TV Thrillers",TV Dramas, TV Thrillers,0,
8340,s6971,TV Show,Highway to Heaven,Not Given,United States,2016-11-01,1988,TV-PG,5 Seasons,TV Dramas,TV Dramas,0,0,
8341,s6157,TV Show,An Innocent Mistake,Not Given,Taiwan,2017-01-01,2012,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",International TV Shows, Romantic TV Shows, TV Dramas,
8342,s6162,TV Show,Ancient Aliens,Not Given,United States,2019-09-17,2018,TV-14,1 Season,"Docuseries, Science & Nature TV",Docuseries, Science & Nature TV,0,
8343,s6167,TV Show,Anjaan: Rural Myths,Not Given,India,2018-12-15,2018,TV-14,1 Season,"International TV Shows, TV Horror, TV Thrillers",International TV Shows, TV Horror, TV Thrillers,
8344,s6168,TV Show,Anjaan: Special Crimes Unit,Not Given,India,2018-05-01,2018,TV-14,1 Season,"International TV Shows, TV Horror, TV Mysteries",International TV Shows, TV Horror, TV Mysteries,
8345,s6102,TV Show,Age of Glory,Not Given,Pakistan,2017-08-14,2010,TV-MA,2 Seasons,"International TV Shows, Romantic TV Shows, TV Dramas",International TV Shows, Romantic TV Shows, TV Dramas,
8346,s6178,TV Show,忍者ハットリくん,Not Given,Japan,2018-12-23,2012,TV-Y7,2 Seasons,"Anime Series, Kids' TV",Anime Series, Kids' TV,0,
8347,s6365,TV Show,Botched Up Bodies,Not Given,United Kingdom,2019-10-02,2013,TV-MA,1 Season,"British TV Shows, Docuseries, International TV Shows",British TV Shows, Docuseries, International TV Shows,
8348,s6195,TV Show,Atomic Puppet,Not Given,Canada,2017-12-01,2016,TV-Y7,1 Season,"Crime TV Shows, Kids' TV, TV Comedies",Crime TV Shows, Kids' TV, TV Comedies,
8349,s6199,TV Show,Aussie Gold Hunters,Not Given,Australia,2017-08-01,2016,TV-MA,1 Season,"Docuseries, International TV Shows, Reality TV",Docuseries, International TV Shows, Reality TV,
8350,s6214,TV Show,Bad Education,Not Given,United Kingdom,2018-12-15,2014,TV-MA,3 Seasons,"British TV Shows, TV Comedies",British TV Shows, TV Comedies,0,
8351,s6217,TV Show,Badalte Rishton Ki Dastaan,Not Given,India,2017-04-01,2013,TV-14,1 Season,"International TV Shows, TV Dramas",International TV Shows, TV Dramas,0,
8352,s6220,TV Show,Bala Loca,Not Given,Chile,2017-04-01,2016,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",International TV Shows, Spanish-Language TV Shows, TV Dramas,
8353,s6250,TV Show,Bat Pat,Not Given,Italy,2017-12-31,2016,TV-Y,1 Season,Kids' TV,Kids' TV,0,0,
8354,s6251,TV Show,Bates Motel,Not Given,United States,2018-02-20,2017,TV-MA,5 Seasons,"Crime TV Shows, TV Dramas, TV Horror",Crime TV Shows, TV Dramas, TV Horror,
8355,s6253,TV Show,Battle Creek,Not Given,United States,2015-12-31,2015,TV-14,1 Season,"Crime TV Shows, TV Comedies, TV Dramas",Crime TV Shows, TV Comedies, TV Dramas,
8356,s6254,TV Show,Battlefield Recovery,Not Given,United Kingdom,2016-08-01,2016,TV-PG,1 Season,"British TV Shows, Docuseries, Reality TV",British TV Shows, Docuseries, Reality TV,
8357,s6259,TV Show,Be-Be-Bears,Not Given,Russia,2018-08-29,2018,TV-Y,1 Season,Kids' TV,Kids' TV,0,0,
8359,s6263,TV Show,Beast Legends,Not Given,Canada,2019-02-01,2010,TV-PG,1 Season,Docuseries,Docuseries,0,0,
8360,s6264,TV Show,Beating Again,Not Given,South Korea,2017-05-22,2015,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",International TV Shows, Korean TV Shows, Romantic TV Shows,
8361,s6265,TV Show,Beauty & the Beast,Not Given,Canada,2016-09-19,2016,TV-14,4 Seasons,"Crime TV Shows, Romantic TV Shows, TV Dramas",Crime TV Shows, Romantic TV Shows, TV Dramas,
8362,s6229,TV Show,Bangkok Bachelors,Not Given,Pakistan,2018-06-04,2016,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",International TV Shows, Romantic TV Shows, TV Comedies,
8363,s6277,TV Show,Behzat Ç.,Not Given,Turkey,2017-05-19,2010,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",Crime TV Shows, International TV Shows, TV Dramas,
8364,s6280,TV Show,Being Mary Jane: The Series,Not Given,United States,2017-07-01,2016,TV-14,4 Seasons,"Romantic TV Shows, TV Dramas",Romantic TV Shows, TV Dramas,0,
8365,s6282,TV Show,Ben 10,Not Given,United States,2018-09-30,2016,TV-Y7,1 Season,Kids' TV,Kids' TV,0,0,
8367,s6292,TV Show,Beyblade: Metal Fusion,Not Given,Japan,2017-12-15,2009,TV-Y7,1 Season,"Anime Series, Kids' TV",Anime Series, Kids' TV,0,
8368,s6295,TV Show,Bh Se Bhade,Not Given,India,2018-04-01,2013,TV-PG,1 Season,"International TV Shows, TV Comedies",International TV Shows, TV Comedies,0,
8369,s6296,TV Show,Bhaage Re Mann,Not Given,India,2017-04-15,2015,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",International TV Shows, Romantic TV Shows, TV Dramas,
8370,s6302,TV Show,Big Bad Beetleborgs,Not Given,United States,2016-01-01,1997,TV-G,2 Seasons,"Kids' TV, TV Comedies",Kids' TV, TV Comedies,0,
8371,s6319,TV Show,Bitten,Not Given,Canada,2016-05-26,2016,TV-MA,3 Seasons,"International TV Shows, TV Dramas, TV Horror",International TV Shows, TV Dramas, TV Horror,
8372,s6324,TV Show,Black Heart,Not Given,Turkey,2018-10-12,2014,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",Crime TV Shows, International TV Shows, TV Dramas,
8373,s6336,TV Show,Blood & Treasures,Not Given,Thailand,2018-07-14,2016,TV-14,1 Season,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy",International TV Shows, TV Dramas, TV Sci-Fi & Fantasy,
8374,s6358,TV Show,Bondi Rescue,Not Given,Australia,2019-11-01,2016,TV-PG,1 Season,Reality TV,Reality TV,0,0,
8375,s6362,TV Show,Borderline,Not Given,United Kingdom,2017-12-02,2017,TV-14,2 Seasons,"British TV Shows, TV Comedies",British TV Shows, TV Comedies,0,
8376,s6369,TV Show,Brain Games,Not Given,United States,2019-03-15,2016,TV-G,3 Seasons,"Docuseries, Science & Nature TV",Docuseries, Science & Nature TV,0,
8377,s6374,TV Show,Braxton Family Values,Not Given,United States,2020-02-15,2014,TV-PG,2 Seasons,Reality TV,Reality TV,0,0,
8378,s6382,TV Show,Brown Nation,Not Given,United States,2016-11-15,2016,TV-14,1 Season,TV Comedies,TV Comedies,0,0,
8379,s6488,TV Show,City in the Sky,Not Given,United Kingdom,2017-10-01,2016,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV",British TV Shows, Docuseries, Science & Nature TV,
8380,s6394,TV Show,Burnistoun,Not Given,United Kingdom,2019-10-01,2012,TV-MA,2 Seasons,"British TV Shows, TV Comedies",British TV Shows, TV Comedies,0,
8381,s6399,TV Show,Cabins in the Wild with Dick Strawbridge,Not Given,United Kingdom,2018-09-15,2017,TV-PG,1 Season,"British TV Shows, International TV Shows, Reality TV",British TV Shows, International TV Shows, Reality TV,
8382,s6402,TV Show,Cain and Abel,Not Given,South Korea,2019-03-12,2009,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",International TV Shows, Korean TV Shows, Romantic TV Shows,
8383,s6408,TV Show,Call Me Francis,Not Given,Italy,2016-12-16,2016,TV-14,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",International TV Shows, Spanish-Language TV Shows, TV Dramas,
8384,s6412,TV Show,Camp X,Not Given,Canada,2019-02-01,2014,TV-MA,1 Season,Docuseries,Docuseries,0,0,
8385,s6414,TV Show,Can We Get Married?,Not Given,South Korea,2017-05-22,2012,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",International TV Shows, Korean TV Shows, Romantic TV Shows,
8386,s6417,TV Show,Cannabis,Not Given,France,2016-12-15,2016,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",Crime TV Shows, International TV Shows, TV Dramas,
8387,s6421,TV Show,Care Bears: Welcome to Care-a-Lot,Not Given,United States,2019-08-02,2012,TV-Y,1 Season,Kids' TV,Kids' TV,0,0,
8388,s6427,TV Show,Case Closed,Not Given,Japan,2019-01-04,2015,TV-14,1 Season,"Anime Series, Crime TV Shows, TV Thrillers",Anime Series, Crime TV Shows, TV Thrillers,
8389,s6452,TV Show,Chasing Monsters,Not Given,Canada,2017-12-15,2016,TV-PG,2 Seasons,"Docuseries, Reality TV, Science & Nature TV",Docuseries, Reality TV, Science & Nature TV,
8390,s6456,TV Show,Cheapest Weddings,Not Given,Australia,2017-12-01,2016,TV-14,1 Season,"International TV Shows, Reality TV",International TV Shows, Reality TV,0,
8391,s6457,TV Show,Cheers,Not Given,United States,2017-07-01,1992,TV-PG,11 Seasons,"Classic & Cult TV, TV Comedies",Classic & Cult TV, TV Comedies,0,
8392,s6458,TV Show,Chef & My Fridge,Not Given,South Korea,2017-08-04,2017,TV-PG,2 Seasons,"International TV Shows, Korean TV Shows, Reality TV",International TV Shows, Korean TV Shows, Reality TV,
8393,s6460,TV Show,Chewin' the Fat,Not Given,United Kingdom,2016-10-01,1999,TV-14,1 Season,"British TV Shows, TV Comedies",British TV Shows, TV Comedies,0,
8394,s6461,TV Show,Chewing Gum,Not Given,United Kingdom,2017-04-04,2017,TV-MA,2 Seasons,"British TV Shows, International TV Shows, Romantic TV Shows",British TV Shows, International TV Shows, Romantic TV Shows,
8395,s6478,TV Show,Christiane Amanpour: Sex & Love Around the World,Not Given,United States,2018-09-30,2018,TV-MA,1 Season,Docuseries,Docuseries,0,0,
8396,s6484,TV Show,Chuck Chicken,Not Given,Malaysia,2017-11-15,2017,TV-Y7,1 Season,Kids' TV,Kids' TV,0,0,
8397,s6405,TV Show,Calico Critters,Not Given,Pakistan,2018-11-01,2018,TV-Y,1 Season,Kids' TV,Kids' TV,0,0,
8398,s6470,TV Show,Chill with Bob Ross,Not Given,Pakistan,2016-12-01,1994,TV-G,1 Season,TV Shows,TV Shows,0,0,
8399,s6491,TV Show,Civilizations,Not Given,United Kingdom,2018-10-01,2018,TV-14,1 Season,"British TV Shows, Docuseries",British TV Shows, Docuseries,0,
8400,s6496,TV Show,Classic Legends,Not Given,India,2017-05-15,2012,TV-PG,1 Season,"Docuseries, International TV Shows",Docuseries, International TV Shows,0,
8401,s6499,TV Show,Click for Murder,Not Given,United Kingdom,2017-09-17,2017,TV-14,1 Season,"British TV Shows, Crime TV Shows, Docuseries",British TV Shows, Crime TV Shows, Docuseries,
8402,s6514,TV Show,Cold Case Files,Not Given,United States,2019-09-15,2017,TV-14,1 Season,"Crime TV Shows, Docuseries",Crime TV Shows, Docuseries,0,
8403,s6515,TV Show,Cold Case Files Classic,Not Given,United States,2020-09-15,1999,TV-MA,1 Season,"Crime TV Shows, Docuseries",Crime TV Shows, Docuseries,0,
8404,s6520,TV Show,Comedy Bang! Bang!,Not Given,United States,2016-12-28,2016,TV-14,5 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies",Stand-Up Comedy & Talk Shows, TV Comedies,0,
8405,s6525,TV Show,Conan Without Borders,Not Given,United States,2018-12-31,2018,TV-14,1 Season,"Docuseries, TV Comedies",Docuseries, TV Comedies,0,
8406,s6533,TV Show,Cooking on High,Not Given,United States,2018-06-22,2018,TV-MA,1 Season,Reality TV,Reality TV,0,0,
8407,s6539,TV Show,Court Justice,Not Given,Australia,2019-10-02,2017,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",Crime TV Shows, Docuseries, International TV Shows,
8408,s6543,TV Show,Crime Time,Not Given,France,2019-01-31,2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure",Crime TV Shows, International TV Shows, TV Action & Adventure,
8409,s6550,TV Show,Dad's Army,Not Given,United Kingdom,2018-03-31,1977,TV-PG,10 Seasons,"British TV Shows, Classic & Cult TV, TV Comedies",British TV Shows, Classic & Cult TV, TV Comedies,
8410,s6557,TV Show,Dance Academy,Not Given,Australia,2017-12-20,2013,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",International TV Shows, Romantic TV Shows, TV Dramas,
8411,s6560,TV Show,Dandy,Not Given,Mexico,2018-03-31,2016,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Crime TV Shows, International TV Shows, Spanish-Language TV Shows,
8412,s6561,TV Show,Dangerous Roads,Not Given,United Kingdom,2019-02-01,2012,TV-MA,2 Seasons,"British TV Shows, Docuseries",British TV Shows, Docuseries,0,
8414,s6569,TV Show,Darr Sabko Lagta Hai,Not Given,India,2018-03-01,2015,TV-MA,1 Season,"International TV Shows, TV Horror, TV Thrillers",International TV Shows, TV Horror, TV Thrillers,
8415,s6521,TV Show,Comedy High School,Not Given,Pakistan,2018-07-01,2018,TV-14,1 Season,"International TV Shows, TV Comedies",International TV Shows, TV Comedies,0,
8416,s6572,TV Show,Day and Night,Not Given,China,2018-03-23,2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",Crime TV Shows, International TV Shows, TV Dramas,
8417,s6573,TV Show,Days We Stared at the Sun,Not Given,Taiwan,2018-03-31,2017,TV-MA,2 Seasons,"International TV Shows, TV Dramas",International TV Shows, TV Dramas,0,
8418,s6587,TV Show,Deep Undercover Collection,Not Given,United States,2018-07-20,2017,TV-MA,3 Seasons,"Crime TV Shows, Docuseries",Crime TV Shows, Docuseries,0,
8419,s6588,TV Show,Deep Water,Not Given,Australia,2017-07-01,2016,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",Crime TV Shows, International TV Shows, TV Dramas,
8420,s6602,TV Show,Devlok with Devdutt Pattanaik,Not Given,India,2018-10-15,2017,TV-PG,1 Season,International TV Shows,International TV Shows,0,0,
8421,s6604,TV Show,Dexter,Not Given,United States,2018-01-01,2013,TV-MA,8 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries",Crime TV Shows, TV Dramas, TV Mysteries,
8423,s6612,TV Show,Dinner for Five,Not Given,United States,2008-02-04,2007,TV-MA,1 Season,Stand-Up Comedy & Talk Shows,Stand-Up Comedy & Talk Shows,0,0,
8424,s6614,TV Show,Dino Hunt,Not Given,Canada,2017-08-04,2016,TV-G,1 Season,"Docuseries, Science & Nature TV",Docuseries, Science & Nature TV,0,
8425,s6636,TV Show,Doomsday Preppers,Not Given,United States,2019-03-01,2013,TV-14,1 Season,"Reality TV, Science & Nature TV",Reality TV, Science & Nature TV,0,
8426,s6647,TV Show,Dramaworld,Not Given,United States,2016-05-23,2016,TV-14,1 Season,"Romantic TV Shows, TV Comedies, TV Dramas",Romantic TV Shows, TV Comedies, TV Dramas,
8428,s6652,TV Show,"Drugs, Inc.",Not Given,United States,2019-03-23,2015,TV-MA,1 Season,"Crime TV Shows, Docuseries",Crime TV Shows, Docuseries,0,
8429,s6653,TV Show,Dueños del paraíso,Not Given,United States,2017-02-25,2015,TV-14,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Crime TV Shows, International TV Shows, Spanish-Language TV Shows,
8430,s6659,TV Show,Earth to Luna!,Not Given,Brazil,2020-04-10,2014,TV-Y,1 Season,Kids' TV,Kids' TV,0,0,
8431,s6660,TV Show,Earth's Natural Wonders,Not Given,United Kingdom,2017-03-01,2015,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV",British TV Shows, Docuseries, Science & Nature TV,
8432,s6664,TV Show,Easy Fortune Happy Life,Not Given,Taiwan,2016-09-01,2009,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",International TV Shows, Romantic TV Shows, TV Comedies,
8433,s6672,TV Show,El Barco,Not Given,Spain,2017-07-01,2013,NR,3 Seasons,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",International TV Shows, Romantic TV Shows, Spanish-Language TV Shows,
8434,s6673,TV Show,El Cartel,Not Given,Colombia,2018-08-24,2008,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Crime TV Shows, International TV Shows, Spanish-Language TV Shows,
8435,s6767,TV Show,Fix It and Finish It,Not Given,United States,2018-07-20,2014,TV-G,3 Seasons,Reality TV,Reality TV,0,0,
8436,s6674,TV Show,El Cartel 2,Not Given,Colombia,2018-08-24,2010,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Crime TV Shows, International TV Shows, Spanish-Language TV Shows,
8437,s6675,TV Show,El Chavo,Not Given,Mexico,2017-12-31,1979,TV-PG,1 Season,"Classic & Cult TV, Kids' TV, Spanish-Language TV Shows",Classic & Cult TV, Kids' TV, Spanish-Language TV Shows,
8438,s6677,TV Show,El Clon,Not Given,United States,2017-05-18,2010,TV-14,1 Season,"Romantic TV Shows, Spanish-Language TV Shows, TV Dramas",Romantic TV Shows, Spanish-Language TV Shows, TV Dramas,
